SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 85, 1, 1, 4.87847660782978, Accidental, 
1, 100, 1, 1, 7.52057543520614, Lightning, 
1, 103, 1, 1, 8.04283542093864, Lightning, 
1, 106, 1, 1, 10.2129845391781, Rx, 
1, 128, 1, 1, 10.2826783726247, Rx, 
1, 136, 1, 1, 11.930238618448, Lightning, 
1, 139, 1, 1, 12.4306325561954, Rx, 
1, 145, 1, 1, 10.7471523182047, Rx, 
1, 146, 1, 1, 10.1675489573228, Rx, 
1, 162, 1, 1, 16.3593286153989, Accidental, 
1, 177, 1, 1, 19.1086296590637, Accidental, 
1, 311, 1, 1, 3.27404650979794, Accidental, 
1, 320, 1, 1, 4.08296466459019, Accidental, 
2, 106, 1, 1, 11.5266275987885, Accidental, 
2, 122, 1, 1, 11.1481391490343, Lightning, 
2, 133, 1, 1, 10.3976647068115, Rx, 
2, 134, 1, 1, 11.2754690290014, Rx, 
2, 135, 1, 1, 10.0257613113034, Rx, 
2, 137, 1, 1, 11.7322617031485, Rx, 
2, 140, 1, 1, 11.3546259304096, Rx, 
2, 208, 1, 1, 32.809533894336, Accidental, 
2, 278, 1, 1, 25.4239826076346, Lightning, 
2, 299, 1, 1, 19.6896558540259, Lightning, 
3, 142, 1, 1, 10.8239519929091, Rx, 
3, 144, 1, 1, 10.2200542146501, Rx, 
3, 145, 1, 1, 11.1833601004908, Rx, 
3, 146, 1, 1, 12.7408207878838, Lightning, 
3, 146, 1, 1, 12.7408207878838, Rx, 
3, 151, 1, 1, 24.2626453521168, Lightning, 
3, 153, 1, 1, 16.6864782721004, Rx, 
3, 178, 1, 1, 21.4469508009548, Lightning, 
3, 194, 1, 1, 24.1746193988847, Lightning, 
3, 208, 1, 1, 36.3722355030127, Accidental, 
3, 257, 1, 1, 40.2220069794403, Accidental, 
3, 277, 1, 1, 23.6021514421898, Lightning, 
3, 346, 1, 1, 1.02520703190152, Accidental, 
4, 43, 1, 1, 6.85641251371703, Accidental, 
4, 109, 1, 1, 9.23610071592605, Lightning, 
4, 116, 1, 1, 10.4413578736016, Rx, 
4, 120, 1, 1, 10.4159816043507, Rx, 
4, 122, 1, 1, 11.7633508574315, Rx, 
4, 123, 1, 1, 12.8869736751845, Rx, 
4, 126, 1, 1, 13.9549236829188, Rx, 
4, 138, 1, 1, 16.0934554518486, Lightning, 
4, 187, 1, 1, 41.0444714257152, Lightning, 
4, 188, 1, 1, 44.4701467074137, Accidental, 
4, 196, 1, 1, 25.6893773220005, Accidental, 
4, 266, 1, 1, 39.0029835126425, Lightning, 
4, 273, 1, 1, 31.5045087352662, Lightning, 
4, 298, 1, 1, 27.0822903656202, Accidental, 
5, 83, 1, 1, 5.17952082905913, Accidental, 
5, 134, 1, 1, 11.8150586091346, Rx, 
5, 135, 1, 1, 11.9958703853834, Rx, 
5, 143, 1, 1, 11.2535009436235, Rx, 
5, 145, 1, 1, 10.5895700579387, Rx, 
5, 152, 1, 1, 17.327234078765, Accidental, 
5, 159, 1, 1, 17.489244214629, Lightning, 
5, 172, 1, 1, 15.4496045340798, Rx, 
5, 190, 1, 1, 23.7351741031885, Lightning, 
5, 225, 1, 1, 27.5135252109188, Lightning, 
5, 231, 1, 1, 34.6888972722724, Lightning, 
5, 232, 1, 1, 27.6834109783538, Accidental, 
5, 274, 1, 1, 54.2064212876721, Accidental, 
5, 277, 1, 1, 38.7726240638938, Accidental, 
5, 330, 1, 1, 9.04416204120324, Accidental, 
5, 341, 1, 1, 5.50316727094894, Lightning, 
6, 29, 1, 1, 4.43977842592582, Accidental, 
6, 73, 1, 1, 7.88360370419672, Lightning, 
