SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 1, 1, 1, 5.59011664589925, Accidental, 
1, 106, 1, 1, 10.2129845391781, Rx, 
1, 128, 1, 1, 10.2826783726247, Rx, 
1, 139, 1, 1, 12.4306325561954, Rx, 
1, 145, 1, 1, 10.7471523182047, Rx, 
1, 146, 1, 1, 10.1675489573228, Rx, 
1, 159, 1, 1, 21.5984631011414, Accidental, 
1, 173, 1, 1, 24.9111988063347, Lightning, 
1, 188, 1, 1, 23.0865880350328, Lightning, 
1, 241, 1, 1, 23.505265060101, Accidental, 
1, 246, 1, 1, 26.8425577545565, Lightning, 
1, 263, 1, 1, 18.7968716164996, Accidental, 
2, 133, 1, 1, 10.3976647068115, Rx, 
2, 134, 1, 1, 11.2754690290014, Rx, 
2, 135, 1, 1, 10.0257613113034, Rx, 
2, 137, 1, 1, 11.7322617031485, Rx, 
2, 140, 1, 1, 11.3546259304096, Rx, 
2, 186, 1, 1, 23.7167205533092, Lightning, 
2, 218, 1, 1, 27.5732541487102, Lightning, 
2, 223, 1, 1, 25.6163356673125, Lightning, 
2, 243, 1, 1, 29.0206454738992, Lightning, 
2, 287, 1, 1, 17.6082043891044, Lightning, 
2, 288, 1, 1, 17.1725584983726, Accidental, 
2, 339, 1, 1, 1.24994193927479, Accidental, 
3, 107, 1, 1, 6.85463036535147, Lightning, 
3, 128, 1, 1, 8.84983885723385, Lightning, 
3, 142, 1, 1, 10.8239519929091, Rx, 
3, 144, 1, 1, 10.2200542146501, Rx, 
3, 145, 1, 1, 11.1833601004908, Rx, 
3, 146, 1, 1, 12.7408207878838, Rx, 
3, 148, 1, 1, 16.6965746227048, Accidental, 
3, 153, 1, 1, 16.6864782721004, Rx, 
3, 207, 1, 1, 40.3378072693387, Accidental, 
3, 227, 1, 1, 19.4520186793414, Lightning, 
3, 229, 1, 1, 19.3895629599291, Lightning, 
3, 240, 1, 1, 25.4663352385765, Accidental, 
3, 257, 1, 1, 40.2220069794403, Lightning, 
3, 265, 1, 1, 43.730068130293, Accidental, 
4, 87, 1, 1, 2.98413805364282, Lightning, 
4, 116, 1, 1, 10.4413578736016, Rx, 
4, 120, 1, 1, 10.4159816043507, Rx, 
4, 122, 1, 1, 11.7633508574315, Rx, 
4, 123, 1, 1, 12.8869736751845, Rx, 
4, 126, 1, 1, 13.9549236829188, Rx, 
4, 155, 1, 1, 19.3600210217755, Lightning, 
4, 177, 1, 1, 22.0081355253597, Lightning, 
4, 187, 1, 1, 41.0444714257152, Lightning, 
4, 204, 1, 1, 33.3551348894505, Lightning, 
4, 240, 1, 1, 22.2484469626385, Lightning, 
4, 266, 1, 1, 39.0029835126425, Lightning, 
