EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 2873, 54, 2.50187657285998, 70, 127, Accidental, 2, 1508, 1293, 21236, 31.6971466782182, 32.5143384674781, 23.0217226832012, 0, 2.02, 0.459711979401077, 0, 0, 0.250659970111489, 0.0604325459770104, 1493.7075596817, 42.26, 1764790, 
2, 1, 471, 1057, 9.49022111447169, 121, 139, Lightning, 7, 6752, 99801, 116046, 8.80395475865841, 12.9262689715023, 195.405586790879, 0.155532513701674, 8.31, 0.43006114938052, 0, 0, 0.371829241519855, 0.0511022187500002, 494.630627962085, 672.02, 98925125, 
3, 1, 2519, 130, 10.2696020240735, 138, 0, Rx, 1, 156, 1830, 2143, 10.3176496913821, 11.3604547449244, 206.998150342413, 0, 10.27, 1, 0, 0, 0.301552023031773, 0.0483129871794872, 1999.62820512821, 768.79, 2690171, 
4, 1, 2146, 532, 9.52782613439141, 139, 0, Rx, 1, 156, 3156, 3156, 6.7833137071318, 7.47045178005606, 15.5882624938242, 0, 9.53, 1, 0, 0, 0.316702651977538, 0.0337154700854701, 904.365384615385, 1666.35, 3781382, 
5, 1, 1656, 1040, 15.3801728435144, 142, 0, Rx, 1, 156, 2183, 2207, 8.2243638276053, 8.75898092702213, 206.586033761833, 0, 13.24, 1, 0, 0, 0.490455942153931, 0.00709549358974358, 471.346153846154, 1070.75, 1462556, 
6, 1, 1201, 1131, 14.7562483526853, 143, 0, Rx, 1, 156, 1609, 1631, 7.41296553699468, 11.0409021790958, 50.4582759951652, 0, 14.76, 1, 0, 0, 0.476428565979003, 0.00331189316239316, 1067.66666666667, 379.37, 1190168, 
7, 1, 2922, 600, 10.876628685134, 152, 0, Rx, 1, 156, 2700, 2803, 9.84146083523608, 11.010405922127, 12.7149155542561, 0, 10.88, 1, 0, 0, 0.307230072021483, 0.0467763482905983, 1217.99358974359, 416.53, 2453758, 
8, 1, 2685, 48, 14.4255805821074, 154, 103, Accidental, 2, 1181, 15246, 16385, 11.4423380328188, 12.5154165819667, 205.506891915637, 0.23728813559322, 13.02, 0.46022365797564, 0, 0, 0.262622474424922, 0.0383446773920405, 1312.09060118544, 516.49, 26240766, 
9, 1, 421, 1102, 38.3353628264288, 176, 45, Lightning, 75, 1143, 21392, 24249, 9.20095746507948, 12.2085370348069, 156.995792396253, 0.113835376532399, 25.98, 0.546404208410954, 0, 0, 0.335006840523142, 0.0399695730533684, 558.584426946632, 828.76, 25972809, 
10, 1, 2676, 508, 24.8589639728152, 178, 157, Accidental, 161, 32308, 417546, 600890, 13.8231923640901, 16.7556826760434, 125.679842088029, 0.166836908409942, 15.37, 0.49396150690909, 0, 0, 0.28620649091469, 0.0438644287792515, 484.824842144361, 511.74, 455129421, 
11, 1, 2602, 452, 26.5133640866724, 181, 156, Accidental, 158, 30694, 355123, 512437, 13.6621988718082, 16.7356317849341, 118.677231607819, 0.191900433323559, 14.09, 0.485326495503748, 0, 0, 0.328282952703512, 0.0455064543124602, 329.498501335766, 585.54, 360864660, 
12, 1, 2933, 64, 22.2288944495565, 184, 149, Accidental, 155, 33023, 435342, 587070, 13.6921981654358, 16.0027470252931, 120.403328470014, 0.387468960087215, 15.39, 0.490016226221848, 0, 0, 0.276682306503443, 0.039178234846418, 451.933743148715, 588.95, 513866408, 
13, 1, 931, 1237, 29.1755888561166, 192, 120, Lightning, 125, 12757, 235563, 273347, 9.21464723982793, 12.3958786625782, 155.525243664315, 0.229695829413609, 18.28, 0.497291396673153, 0, 0, 0.351929919299756, 0.0369260742076239, 674.65885396253, 777.01, 255303706, 
14, 1, 615, 1006, 37.780798924057, 220, 153, Lightning, 121, 25576, 357172, 543812, 15.4027319100992, 17.649439083793, 106.904795679349, 0.0852394916911046, 11.88, 0.473174619579552, 0, 0, 0.273390704784884, 0.0573315590136627, 709.584258680013, 446.45, 397293395, 
15, 1, 734, 1325, 48.9050959575987, 240, 155, Lightning, 99, 25925, 364070, 544696, 14.737949735478, 16.6675803171904, 108.57605148214, 0.239160623360592, 13.53, 0.480443855929731, 0, 0, 0.356877201372386, 0.0352252856444884, 866.821639344262, 475.16, 385319098, 
16, 1, 1151, 1112, 31.9073671687088, 241, 142, Lightning, 101, 30056, 363815, 544108, 14.9690424192707, 17.019108290467, 105.466015174362, 0.120445849276327, 11.89, 0.471100009272332, 0, 0, 0.384356193636753, 0.0473155053788437, 421.456813947298, 473.05, 365281998, 
17, 1, 4808, 1050, 23.643108214478, 249, 168, Accidental, 90, 31635, 512932, 681936, 13.8138306300268, 15.50108401157, 112.567042148977, 0.599671239805273, 14.22, 0.479467444492547, 0, 0, 0.22836641827536, 0.0295502611453534, 418.642010431484, 606.52, 659072801, 
18, 1, 343, 1532, 24.7167174931446, 275, 125, Lightning, 59, 17986, 264541, 356006, 12.5707480244649, 15.4667676811904, 127.194621445458, 0.756741729218793, 15.32, 0.487632036544944, 0, 0, 0.325408842098873, 0.0335083032358493, 531.854998332036, 546.81, 278452193, 
19, 1, 4339, 1056, 33.0886101744629, 282, 150, Lightning, 59, 26821, 332956, 527924, 16.3208765802676, 18.4372387896983, 114.491794875578, 0.138329604772558, 10.97, 0.469813191910517, 0, 0, 0.233906337757532, 0.0336655971315964, 692.44923753775, 428.7, 388233071, 
20, 2, 1813, 594, 9.31639226998578, 149, 0, Rx, 1, 156, 1974, 2573, 8.60796549364015, 11.5051084767232, 46.8425050904188, 0, 9.32, 1, 641.537116820309, 578.866268548205, 0.429418007288223, 0.0162953441288923, 264.230769230769, 169.64, 2133515, 
