SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 144, 1, 1, 15.6311137063634, Lightning, 
1, 192, 1, 1, 40.5093527643074, Accidental, 
1, 200, 1, 1, 22.9281198766622, Accidental, 
1, 213, 1, 1, 25.2907638496751, Accidental, 
1, 322, 1, 1, 3.40801031164581, Accidental, 
1, 359, 1, 1, 1.91510328440579, Accidental, 
2, 119, 1, 1, 8.56320461990277, Lightning, 
2, 185, 1, 1, 23.2699993361859, Lightning, 
2, 207, 1, 1, 34.4994982200355, Accidental, 
2, 225, 1, 1, 23.4942901114948, Lightning, 
2, 237, 1, 1, 29.9144514436877, Lightning, 
2, 250, 1, 1, 27.1165711540687, Accidental, 
2, 262, 1, 1, 38.644323918513, Lightning, 
2, 281, 1, 1, 32.8585013492194, Accidental, 
2, 302, 1, 1, 16.3551318816992, Lightning, 
3, 87, 1, 1, 4.80116889186165, Accidental, 
3, 110, 1, 1, 4.49813805665698, Accidental, 
3, 162, 1, 1, 16.2211682450363, Accidental, 
3, 184, 1, 1, 21.549608477763, Lightning, 
3, 195, 1, 1, 26.8505505611289, Lightning, 
3, 211, 1, 1, 33.1914192913128, Accidental, 
3, 232, 1, 1, 23.9663179303952, Accidental, 
3, 232, 1, 1, 23.9663179303952, Lightning, 
3, 250, 1, 1, 29.3863646508443, Accidental, 
3, 253, 1, 1, 30.290206623991, Lightning, 
4, 165, 1, 1, 13.0938837109795, Lightning, 
4, 182, 1, 1, 20.3197920052089, Accidental, 
4, 184, 1, 1, 37.2324912175973, Lightning, 
4, 185, 1, 1, 33.183651705944, Lightning, 
4, 211, 1, 1, 34.6204989552793, Lightning, 
4, 223, 1, 1, 29.6846103952805, Lightning, 
4, 238, 1, 1, 26.7331287497236, Accidental, 
4, 260, 1, 1, 27.4301110029338, Accidental, 
4, 263, 1, 1, 24.4896701615004, Lightning, 
4, 284, 1, 1, 22.6158657233248, Accidental, 
5, 28, 1, 1, 0.375454413994493, Accidental, 
5, 189, 1, 1, 23.2824917672693, Accidental, 
5, 196, 1, 1, 23.457420695112, Lightning, 
5, 241, 1, 1, 39.5372957642133, Lightning, 
5, 252, 1, 1, 38.7476144222378, Lightning, 
5, 274, 1, 1, 54.2064212876721, Accidental, 
5, 275, 1, 1, 57.7341468608675, Accidental, 
5, 276, 1, 1, 60.958398162528, Accidental, 
5, 279, 1, 1, 37.8425284144234, Accidental, 
5, 294, 1, 1, 50.5562992674604, Accidental, 
5, 294, 1, 1, 50.5562992674604, Lightning, 
5, 308, 1, 1, 19.7205870272981, Lightning, 
5, 347, 1, 1, 7.07523527131399, Lightning, 
6, 5, 1, 1, 1.66018527078419, Lightning, 
6, 131, 1, 1, 17.853251499838, Lightning, 
6, 136, 1, 1, 15.3563912923279, Accidental, 
6, 215, 1, 1, 39.6621997034535, Lightning, 
6, 233, 1, 1, 33.1232999528682, Lightning, 
6, 252, 1, 1, 38.7021835500132, Accidental, 
6, 253, 1, 1, 36.1125901007084, Accidental, 
6, 276, 1, 1, 34.8761956777573, Lightning, 
6, 281, 1, 1, 37.9177220098251, Accidental, 
6, 284, 1, 1, 26.3005237524586, Accidental, 
6, 285, 1, 1, 21.0496902056713, Lightning, 
7, 22, 1, 1, 4.8294172354254, Lightning, 
7, 125, 1, 1, 10.6213370450201, Accidental, 
7, 131, 1, 1, 14.0355960724531, Lightning, 
7, 133, 1, 1, 13.7121655799306, Lightning, 
7, 192, 1, 1, 28.2334281910784, Lightning, 
7, 199, 1, 1, 37.7814157219576, Accidental, 
7, 202, 1, 1, 44.3643570344109, Accidental, 
7, 204, 1, 1, 39.6159993458431, Lightning, 
7, 208, 1, 1, 39.7715395210876, Accidental, 
7, 223, 1, 1, 32.2501048472215, Lightning, 
7, 245, 1, 1, 21.4828002497108, Accidental, 
8, 123, 1, 1, 7.1179637513917, Lightning, 
8, 184, 1, 1, 20.3535293088804, Lightning, 
8, 220, 1, 1, 23.0136529585484, Lightning, 
8, 258, 1, 1, 30.696538274509, Lightning, 
8, 276, 1, 1, 34.6560402558544, Accidental, 
8, 330, 1, 1, 3.95323232974569, Accidental, 
9, 88, 1, 1, 8.52229471413536, Lightning, 
9, 167, 1, 1, 40.6579846102785, Lightning, 
9, 222, 1, 1, 37.724143449081, Lightning, 
9, 249, 1, 1, 32.554901015934, Lightning, 
9, 264, 1, 1, 25.8972180054206, Lightning, 
9, 272, 1, 1, 30.5587177499227, Lightning, 
9, 280, 1, 1, 22.7990118064431, Accidental, 
10, 117, 1, 1, 7.5098575572041, Lightning, 
10, 121, 1, 1, 5.16105976948852, Accidental, 
10, 131, 1, 1, 8.32175890017241, Accidental, 
10, 157, 1, 1, 10.0877655162513, Lightning, 
10, 189, 1, 1, 22.718397640443, Lightning, 
10, 202, 1, 1, 30.5533240683875, Accidental, 
10, 220, 1, 1, 46.2259635641395, Accidental, 
10, 223, 1, 1, 35.2300263331334, Lightning, 
10, 271, 1, 1, 29.0885254615143, Accidental, 
10, 277, 1, 1, 26.2917786986333, Accidental, 
10, 281, 1, 1, 18.8919552488106, Lightning, 
10, 306, 1, 1, 24.6019470012015, Lightning, 
10, 357, 1, 1, 2.94363151854732, Lightning, 
11, 182, 1, 1, 35.7385292632364, Lightning, 
11, 205, 1, 1, 39.1489533273406, Lightning, 
11, 211, 1, 1, 30.4112677885218, Lightning, 
11, 214, 1, 1, 35.4126623449117, Accidental, 
11, 231, 1, 1, 39.0365182335045, Lightning, 
11, 233, 1, 1, 44.7865478375694, Accidental, 
11, 247, 1, 1, 29.6580306398445, Accidental, 
11, 250, 1, 1, 55.4855653360642, Accidental, 
11, 259, 1, 1, 38.3908695013424, Lightning, 
12, 2, 1, 1, 1.87867409423242, Lightning, 
12, 99, 1, 1, 3.66382269956251, Accidental, 
12, 137, 1, 1, 14.9215195742978, Accidental, 
12, 163, 1, 1, 18.9292881097271, Accidental, 
12, 199, 1, 1, 32.4152684211894, Accidental, 
12, 247, 1, 1, 32.8899567541983, Lightning, 
12, 255, 1, 1, 33.0919967075157, Lightning, 
13, 43, 1, 1, 1.24164061160205, Lightning, 
13, 147, 1, 1, 11.7927171097809, Lightning, 
13, 169, 1, 1, 23.1639504738217, Accidental, 
13, 177, 1, 1, 21.6174738876829, Accidental, 
13, 200, 1, 1, 33.3481885983549, Accidental, 
13, 216, 1, 1, 36.7079599054724, Lightning, 
13, 251, 1, 1, 21.1017312087624, Accidental, 
13, 253, 1, 1, 27.9051794148829, Lightning, 
13, 284, 1, 1, 22.7065825725885, Accidental, 
14, 20, 1, 1, 2.69553108558522, Accidental, 
14, 22, 1, 1, 1.49400095579106, Accidental, 
14, 71, 1, 1, 1.19215612856548, Lightning, 
14, 196, 1, 1, 30.2879811828332, Lightning, 
14, 214, 1, 1, 29.6725013150265, Accidental, 
14, 231, 1, 1, 16.6263392002024, Accidental, 
14, 241, 1, 1, 25.1851340520153, Lightning, 
14, 259, 1, 1, 20.9997524643704, Lightning, 
14, 266, 1, 1, 24.0362192918986, Lightning, 
14, 285, 1, 1, 29.3191765428083, Accidental, 
14, 355, 1, 1, 7.78444693601512, Lightning, 
15, 108, 1, 1, 5.19415024857422, Lightning, 
15, 153, 1, 1, 11.3899197432675, Accidental, 
15, 166, 1, 1, 31.749591562219, Accidental, 
15, 173, 1, 1, 18.2011465349208, Accidental, 
