SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 106, 1, 1, 10.2129845391781, Rx, 
1, 128, 1, 1, 10.2826783726247, Rx, 
1, 139, 1, 1, 12.4306325561954, Rx, 
1, 145, 1, 1, 10.7471523182047, Rx, 
1, 146, 1, 1, 10.1675489573228, Rx, 
1, 170, 1, 1, 28.2746872207529, Accidental, 
1, 196, 1, 1, 28.7433098037167, Lightning, 
1, 218, 1, 1, 27.269362230469, Accidental, 
1, 254, 1, 1, 33.1310769561087, Lightning, 
1, 288, 1, 1, 20.8639904900996, Accidental, 
2, 133, 1, 1, 10.3976647068115, Rx, 
2, 134, 1, 1, 11.2754690290014, Rx, 
2, 135, 1, 1, 10.0257613113034, Rx, 
2, 137, 1, 1, 11.7322617031485, Rx, 
2, 140, 1, 1, 11.3546259304096, Rx, 
2, 252, 1, 1, 26.760903570035, Accidental, 
2, 263, 1, 1, 31.2553332019203, Accidental, 
2, 297, 1, 1, 22.6856332087059, Accidental, 
3, 142, 1, 1, 10.8239519929091, Rx, 
3, 144, 1, 1, 10.2200542146501, Rx, 
3, 145, 1, 1, 11.1833601004908, Rx, 
3, 146, 1, 1, 12.7408207878838, Rx, 
3, 150, 1, 1, 19.1242119065798, Accidental, 
3, 153, 1, 1, 16.6864782721004, Rx, 
3, 184, 1, 1, 21.549608477763, Lightning, 
3, 187, 1, 1, 21.8173366550567, Lightning, 
3, 205, 1, 1, 35.2755366047689, Lightning, 
3, 207, 1, 1, 40.3378072693387, Accidental, 
3, 219, 1, 1, 28.6942645644606, Accidental, 
3, 223, 1, 1, 29.8930123458044, Lightning, 
3, 235, 1, 1, 24.9355720369095, Lightning, 
3, 238, 1, 1, 22.8199453688039, Accidental, 
3, 265, 1, 1, 43.730068130293, Lightning, 
4, 18, 1, 1, 3.31715170659995, Accidental, 
4, 116, 1, 1, 10.4413578736016, Rx, 
4, 120, 1, 1, 10.4159816043507, Rx, 
4, 122, 1, 1, 11.7633508574315, Rx, 
4, 123, 1, 1, 12.8869736751845, Rx, 
4, 126, 1, 1, 13.9549236829188, Rx, 
4, 136, 1, 1, 16.206146495161, Lightning, 
4, 161, 1, 1, 14.0786893016449, Accidental, 
4, 171, 1, 1, 31.5197750540109, Accidental, 
4, 172, 1, 1, 21.8623990390906, Lightning, 
4, 201, 1, 1, 31.6544402471919, Lightning, 
4, 204, 1, 1, 33.3551348894505, Accidental, 
4, 221, 1, 1, 42.0905726478617, Accidental, 
4, 265, 1, 1, 29.3190884496651, Accidental, 
5, 73, 1, 1, 1.55921691841389, Lightning, 
5, 134, 1, 1, 11.8150586091346, Rx, 
5, 135, 1, 1, 11.9958703853834, Rx, 
5, 140, 1, 1, 21.5593935751747, Lightning, 
5, 143, 1, 1, 11.2535009436235, Rx, 
5, 145, 1, 1, 10.5895700579387, Rx, 
5, 172, 1, 1, 15.4496045340798, Rx, 
5, 227, 1, 1, 27.0916255980716, Lightning, 
5, 231, 1, 1, 34.6888972722724, Lightning, 
5, 274, 1, 1, 54.2064212876721, Accidental, 
5, 275, 1, 1, 57.7341468608675, Lightning, 
5, 276, 1, 1, 60.958398162528, Accidental, 
5, 289, 1, 1, 26.878784209439, Lightning, 
6, 84, 1, 1, 10.4802614529377, Rx, 
6, 85, 1, 1, 10.6567077970468, Rx, 
6, 91, 1, 1, 12.5801092788542, Accidental, 
6, 115, 1, 1, 10.5570314493494, Rx, 
6, 134, 1, 1, 14.8540659933403, Rx, 
6, 135, 1, 1, 14.3164552747462, Rx, 
6, 143, 1, 1, 34.1341042196395, Lightning, 
6, 144, 1, 1, 26.7251906311941, Accidental, 
6, 162, 1, 1, 25.3588982031302, Accidental, 
6, 189, 1, 1, 32.4589848468724, Accidental, 
6, 193, 1, 1, 21.83883418937, Lightning, 
6, 196, 1, 1, 29.0049088732099, Lightning, 
6, 197, 1, 1, 29.7116015389456, Accidental, 
6, 210, 1, 1, 34.511410323312, Lightning, 
6, 262, 1, 1, 42.0119892926371, Accidental, 
6, 275, 1, 1, 33.1236231112129, Accidental, 
6, 275, 1, 1, 33.1236231112129, Lightning, 
7, 123, 1, 1, 10.3641257827156, Rx, 
7, 125, 1, 1, 10.6213370450201, Rx, 
7, 126, 1, 1, 11.9942550056994, Rx, 
7, 128, 1, 1, 12.5343098272099, Lightning, 
7, 128, 1, 1, 12.5343098272099, Rx, 
7, 135, 1, 1, 10.438785766182, Rx, 
7, 154, 1, 1, 21.5935412294505, Accidental, 
7, 214, 1, 1, 35.5620945294768, Lightning, 
7, 232, 1, 1, 30.5448516883147, Lightning, 
7, 234, 1, 1, 29.4028003728257, Lightning, 
7, 238, 1, 1, 21.6693636754511, Lightning, 
