SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 22, 1, 1, 4.29713547703847, Lightning, 
1, 105, 1, 1, 9.91839444411884, Lightning, 
1, 131, 1, 1, 14.4689830039006, Accidental, 
1, 165, 1, 1, 35.0638683844816, Lightning, 
1, 278, 1, 1, 7.3754158400847, Accidental, 
2, 174, 1, 1, 34.7234711942159, Lightning, 
2, 175, 1, 1, 37.5598655637256, Lightning, 
2, 180, 1, 1, 31.2942000526948, Lightning, 
2, 201, 1, 1, 21.7270046371783, Lightning, 
2, 212, 1, 1, 27.6346480698731, Lightning, 
2, 280, 1, 1, 32.0317556692313, Lightning, 
2, 287, 1, 1, 17.6082043891044, Accidental, 
3, 10, 1, 1, 0.832384085422962, Accidental, 
3, 177, 1, 1, 21.6668108505664, Lightning, 
3, 206, 1, 1, 37.7821758222625, Accidental, 
3, 211, 1, 1, 33.1914192913128, Lightning, 
3, 215, 1, 1, 27.0870332072437, Accidental, 
3, 217, 1, 1, 27.8774799751271, Lightning, 
3, 249, 1, 1, 23.4156809812606, Lightning, 
3, 250, 1, 1, 29.3863646508443, Lightning, 
3, 254, 1, 1, 37.8880818874353, Lightning, 
4, 95, 1, 1, 4.72142386242095, Accidental, 
4, 149, 1, 1, 26.9090822022593, Lightning, 
4, 157, 1, 1, 22.210957420962, Lightning, 
4, 188, 1, 1, 44.4701467074137, Lightning, 
4, 189, 1, 1, 37.4987447876947, Accidental, 
4, 214, 1, 1, 26.9066544788265, Accidental, 
4, 215, 1, 1, 25.6173791559857, Accidental, 
4, 222, 1, 1, 34.1194411153407, Lightning, 
4, 228, 1, 1, 25.9321930335198, Accidental, 
4, 228, 1, 1, 25.9321930335198, Lightning, 
4, 267, 1, 1, 31.0777096596359, Accidental, 
5, 230, 1, 1, 33.1253749713267, Accidental, 
5, 237, 1, 1, 24.5006142522565, Lightning, 
5, 242, 1, 1, 32.5776816789072, Lightning, 
5, 248, 1, 1, 34.891461446, Accidental, 
5, 249, 1, 1, 34.4038326772736, Lightning, 
5, 252, 1, 1, 38.7476144222378, Lightning, 
5, 277, 1, 1, 38.7726240638938, Lightning, 
5, 297, 1, 1, 25.1450707607473, Lightning, 
6, 71, 1, 1, 5.66514203832245, Lightning, 
6, 94, 1, 1, 6.81881990537986, Lightning, 
6, 148, 1, 1, 19.8887198865876, Lightning, 
6, 172, 1, 1, 18.5322025352873, Accidental, 
6, 199, 1, 1, 36.4512818380051, Lightning, 
6, 205, 1, 1, 39.840030360439, Lightning, 
6, 222, 1, 1, 30.6582279346547, Accidental, 
6, 231, 1, 1, 33.4186299454283, Lightning, 
6, 267, 1, 1, 34.9963983672007, Lightning, 
6, 272, 1, 1, 37.2080694502058, Accidental, 
7, 247, 1, 1, 25.6754569873393, Lightning, 
7, 250, 1, 1, 23.6633451042665, Lightning, 
7, 258, 1, 1, 22.9346050492185, Accidental, 
7, 267, 1, 1, 30.416779549528, Accidental, 
7, 309, 1, 1, 11.4620059643353, Accidental, 
8, 258, 1, 1, 30.696538274509, Lightning, 
8, 263, 1, 1, 26.7586863006604, Accidental, 
8, 277, 1, 1, 41.5558026818846, Lightning, 
8, 278, 1, 1, 40.8311562508095, Accidental, 
8, 300, 1, 1, 6.47272407452269, Accidental, 
9, 113, 1, 1, 8.84314037852876, Lightning, 
9, 134, 1, 1, 20.6016111206292, Lightning, 
9, 153, 1, 1, 18.2268335944588, Lightning, 
9, 179, 1, 1, 31.5393923632212, Accidental, 
9, 190, 1, 1, 29.8382249162963, Accidental, 
9, 214, 1, 1, 32.4039044652422, Lightning, 
9, 225, 1, 1, 29.4957774613101, Accidental, 
9, 231, 1, 1, 30.4123632515092, Lightning, 
9, 248, 1, 1, 36.1122553962862, Lightning, 
9, 268, 1, 1, 29.3533193421997, Accidental, 
9, 336, 1, 1, 1.34669499319296, Lightning, 
9, 355, 1, 1, 2.67647156510867, Accidental, 
10, 169, 1, 1, 24.8822001506515, Lightning, 
10, 179, 1, 1, 31.574895547188, Accidental, 
10, 196, 1, 1, 31.1487303609201, Accidental, 
10, 202, 1, 1, 30.5533240683875, Lightning, 
10, 268, 1, 1, 33.9947700515961, Lightning, 
10, 305, 1, 1, 25.6142701310871, Accidental, 
10, 347, 1, 1, 6.55921707778825, Accidental, 
11, 205, 1, 1, 39.1489533273406, Accidental, 
11, 226, 1, 1, 24.6067997763769, Accidental, 
11, 234, 1, 1, 50.3710391057251, Lightning, 
11, 235, 1, 1, 43.4553802028285, Lightning, 
11, 250, 1, 1, 55.4855653360642, Lightning, 
11, 262, 1, 1, 30.4708629137024, Lightning, 
12, 179, 1, 1, 26.4425290249373, Lightning, 
12, 181, 1, 1, 36.7877104953461, Lightning, 
12, 204, 1, 1, 33.7060518503109, Lightning, 
12, 251, 1, 1, 32.8289675880496, Lightning, 
12, 327, 1, 1, 7.67868114465793, Lightning, 
12, 336, 1, 1, 4.01103534114687, Lightning, 
12, 340, 1, 1, 9.23512628778857, Lightning, 
13, 58, 1, 1, 0.641870893734087, Accidental, 
13, 168, 1, 1, 22.2738484738734, Accidental, 
13, 199, 1, 1, 28.591296880197, Lightning, 
13, 228, 1, 1, 25.919449979483, Lightning, 
13, 272, 1, 1, 22.9617765127963, Lightning, 
13, 352, 1, 1, 6.93516919673552, Lightning, 
13, 354, 1, 1, 7.6089046462994, Accidental, 
14, 100, 1, 1, 3.97063372552181, Accidental, 
14, 111, 1, 1, 9.89361050151456, Accidental, 
14, 130, 1, 1, 21.8335104879683, Lightning, 
14, 146, 1, 1, 17.1702332451287, Accidental, 
14, 160, 1, 1, 27.7423823552571, Lightning, 
14, 185, 1, 1, 23.1023666195645, Lightning, 
14, 190, 1, 1, 27.9431064713619, Lightning, 
14, 194, 1, 1, 36.56019532451, Accidental, 
14, 198, 1, 1, 32.0965710829795, Lightning, 
14, 200, 1, 1, 36.91202465242, Accidental, 
14, 217, 1, 1, 26.2447366850978, Lightning, 
14, 225, 1, 1, 29.0010763671161, Accidental, 
15, 83, 1, 1, 3.92031544540751, Accidental, 
15, 170, 1, 1, 21.5889154065149, Lightning, 
15, 182, 1, 1, 17.9209191844324, Accidental, 
15, 235, 1, 1, 55.9705102313768, Accidental, 
15, 235, 1, 1, 55.9705102313768, Lightning, 
15, 241, 1, 1, 25.9182880791048, Lightning, 
15, 253, 1, 1, 19.1850919352278, Lightning, 
15, 279, 1, 1, 16.2390269876548, Accidental, 
15, 319, 1, 1, 12.2439253303214, Accidental, 
16, 132, 1, 1, 5.4377823718849, Lightning, 
16, 152, 1, 1, 16.3953053544979, Accidental, 
16, 187, 1, 1, 29.1618727008861, Lightning, 
16, 189, 1, 1, 23.4256349050184, Lightning, 
16, 198, 1, 1, 34.7541226307755, Accidental, 
16, 215, 1, 1, 33.0489623917302, Lightning, 
16, 223, 1, 1, 32.5570050025254, Lightning, 
16, 241, 1, 1, 37.2190659480074, Accidental, 
16, 247, 1, 1, 25.4908465727732, Lightning, 
16, 251, 1, 1, 27.3885998896564, Accidental, 
16, 259, 1, 1, 36.2553346284533, Lightning, 
16, 327, 1, 1, 14.4735310743649, Accidental, 
17, 141, 1, 1, 17.3371826147105, Lightning, 
17, 192, 1, 1, 37.973808001577, Accidental, 
17, 203, 1, 1, 40.9992215337673, Lightning, 
17, 245, 1, 1, 25.7602284745971, Lightning, 
17, 283, 1, 1, 16.7759418556735, Lightning, 
18, 25, 1, 1, 2.05996120365436, Accidental, 
18, 41, 1, 1, 6.63678742168715, Accidental, 
18, 168, 1, 1, 20.4704697872946, Lightning, 
18, 182, 1, 1, 27.741203855459, Lightning, 
18, 200, 1, 1, 25.0745905793579, Accidental, 
18, 215, 1, 1, 27.5576287349929, Accidental, 
18, 229, 1, 1, 30.4785913742554, Accidental, 
18, 243, 1, 1, 31.6832329239557, Accidental, 
18, 247, 1, 1, 19.9784064268551, Accidental, 
18, 274, 1, 1, 35.4424626923172, Lightning, 
18, 305, 1, 1, 25.4739645423111, Accidental, 
19, 129, 1, 1, 9.50237867396962, Accidental, 
19, 138, 1, 1, 15.5076065810559, Lightning, 
19, 151, 1, 1, 22.2074536211264, Accidental, 
19, 192, 1, 1, 30.2413611022182, Accidental, 
19, 201, 1, 1, 26.3507685848564, Accidental, 
19, 213, 1, 1, 27.8069668136715, Lightning, 
19, 224, 1, 1, 32.5362113795766, Lightning, 
19, 253, 1, 1, 32.5744200050619, Accidental, 
19, 253, 1, 1, 32.5744200050619, Lightning, 
19, 265, 1, 1, 29.0570984182508, Accidental, 
19, 295, 1, 1, 6.8977431434855, Accidental, 
20, 6, 1, 1, 4.28074405578976, Lightning, 
20, 15, 1, 1, 2.35999389895377, Lightning, 
20, 83, 1, 1, 12.2503689687356, Lightning, 
20, 91, 1, 1, 2.67625748210071, Lightning, 
20, 92, 1, 1, 1.69560805414916, Lightning, 
20, 214, 1, 1, 28.9304345210004, Accidental, 
20, 232, 1, 1, 26.3162664947052, Accidental, 
20, 244, 1, 1, 23.2476585167506, Lightning, 
20, 283, 1, 1, 57.6476577916087, Accidental, 
20, 283, 1, 1, 57.6476577916087, Lightning, 
21, 53, 1, 1, 2.73803958090317, Lightning, 
21, 99, 1, 1, 7.60814615761023, Accidental, 
21, 195, 1, 1, 32.1513833621266, Accidental, 
21, 219, 1, 1, 37.9786915944673, Lightning, 
21, 260, 1, 1, 42.3723114601137, Accidental, 
21, 261, 1, 1, 38.65335739046, Lightning, 
21, 274, 1, 1, 30.7367918511591, Accidental, 
21, 287, 1, 1, 31.7533248335338, Accidental, 
21, 359, 1, 1, 5.20475893856917, Lightning, 
22, 4, 1, 1, 1.90478220824617, Accidental, 
22, 90, 1, 1, 3.48283645650552, Accidental, 
22, 117, 1, 1, 11.0582447158763, Lightning, 
22, 223, 1, 1, 25.0660376908051, Accidental, 
22, 229, 1, 1, 34.0497248772136, Accidental, 
22, 239, 1, 1, 30.3011281639767, Accidental, 
23, 185, 1, 1, 23.2924171205847, Lightning, 
23, 202, 1, 1, 25.3895184212588, Accidental, 
23, 227, 1, 1, 26.6830307082727, Lightning, 
23, 234, 1, 1, 32.4078339048594, Accidental, 
23, 258, 1, 1, 40.6974899512081, Lightning, 
23, 264, 1, 1, 29.3851426807527, Lightning, 
23, 316, 1, 1, 24.5672161840301, Lightning, 
23, 338, 1, 1, 3.48743958532855, Accidental, 
23, 341, 1, 1, 3.89868560915272, Accidental, 
24, 76, 1, 1, 6.46039036695476, Lightning, 
24, 197, 1, 1, 29.1803436565778, Accidental, 
24, 198, 1, 1, 30.2447666054887, Accidental, 
24, 263, 1, 1, 34.7095567476224, Accidental, 
24, 265, 1, 1, 30.922527684802, Accidental, 
24, 267, 1, 1, 36.4134307565255, Lightning, 
24, 271, 1, 1, 21.0672966683271, Accidental, 
24, 275, 1, 1, 20.15221150127, Lightning, 
24, 294, 1, 1, 34.6224460987013, Lightning, 
24, 335, 1, 1, 5.94949733300557, Lightning, 
25, 146, 1, 1, 27.6883305129201, Lightning, 
25, 176, 1, 1, 25.7058833550765, Accidental, 
25, 193, 1, 1, 41.2542247847198, Lightning, 
25, 198, 1, 1, 33.9354691084863, Accidental, 
25, 207, 1, 1, 32.4231051689716, Lightning, 
25, 224, 1, 1, 44.1764541526005, Lightning, 
25, 242, 1, 1, 38.8213241620953, Accidental, 
26, 27, 1, 1, 6.86104990681279, Accidental, 
26, 191, 1, 1, 26.1375440062583, Lightning, 
26, 211, 1, 1, 31.9899372249984, Lightning, 
26, 212, 1, 1, 35.2105546917711, Accidental, 
26, 222, 1, 1, 26.8836826952887, Lightning, 
26, 275, 1, 1, 26.2864263642145, Accidental, 
26, 280, 1, 1, 45.0666185827695, Lightning, 
26, 282, 1, 1, 38.8113211173595, Accidental, 
26, 285, 1, 1, 32.5616296371016, Accidental, 
27, 86, 1, 1, 4.05448360499475, Lightning, 
27, 143, 1, 1, 9.60233086167581, Accidental, 
27, 194, 1, 1, 20.9137284412562, Lightning, 
27, 197, 1, 1, 26.1254731104442, Lightning, 
27, 201, 1, 1, 40.3459697640057, Lightning, 
27, 252, 1, 1, 26.034163671419, Accidental, 
27, 275, 1, 1, 17.0915385908497, Lightning, 
27, 281, 1, 1, 26.7337831435081, Lightning, 
27, 298, 1, 1, 18.0718131976021, Accidental, 
27, 298, 1, 1, 18.0718131976021, Lightning, 
