SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 162, 1, 1, 25.3583382697734, Accidental, 
1, 209, 1, 1, 21.3293700892016, Lightning, 
1, 241, 1, 1, 20.4931541849865, Lightning, 
1, 244, 1, 1, 22.0305219310902, Accidental, 
1, 247, 1, 1, 28.2690321743459, Lightning, 
1, 254, 1, 1, 19.3966749857432, Lightning, 
1, 258, 1, 1, 17.1754317816019, Accidental, 
1, 268, 1, 1, 30.335754870768, Accidental, 
1, 333, 1, 1, 16.5181864461493, Lightning, 
2, 24, 1, 1, 1.25383030582715, Lightning, 
2, 186, 1, 1, 29.1724525304345, Accidental, 
2, 220, 1, 1, 42.1222385947087, Lightning, 
2, 231, 1, 1, 29.3043722176999, Accidental, 
2, 272, 1, 1, 41.3522601309023, Accidental, 
2, 354, 1, 1, 13.887182371159, Lightning, 
3, 59, 1, 1, 2.43026282178633, Accidental, 
3, 154, 1, 1, 10.290379149384, Lightning, 
3, 176, 1, 1, 19.7157009943507, Accidental, 
3, 190, 1, 1, 19.8252066006232, Accidental, 
3, 194, 1, 1, 28.3838086649357, Accidental, 
3, 249, 1, 1, 23.2291767836484, Accidental, 
3, 288, 1, 1, 14.8848597773429, Accidental, 
3, 318, 1, 1, 22.4036016097956, Accidental, 
3, 356, 1, 1, 22.0530417333036, Lightning, 
4, 155, 1, 1, 35.4646807138447, Lightning, 
4, 172, 1, 1, 35.7214469631265, Accidental, 
4, 188, 1, 1, 36.5031422859246, Accidental, 
4, 189, 1, 1, 46.5334968435128, Accidental, 
4, 228, 1, 1, 55.4773058659452, Lightning, 
4, 229, 1, 1, 39.0155667251743, Lightning, 
4, 234, 1, 1, 51.0608515045536, Accidental, 
4, 279, 1, 1, 5.16023944660722, Lightning, 
4, 323, 1, 1, 22.4695139996957, Lightning, 
5, 145, 1, 1, 15.0776955548336, Accidental, 
5, 150, 1, 1, 18.2399113695624, Lightning, 
5, 184, 1, 1, 19.5391968744893, Lightning, 
5, 202, 1, 1, 27.3788487633207, Lightning, 
5, 211, 1, 1, 29.8870661568941, Accidental, 
5, 243, 1, 1, 48.0956401490361, Lightning, 
5, 338, 1, 1, 3.50336685013973, Accidental, 
5, 346, 1, 1, 4.0737269877494, Accidental, 
6, 86, 1, 1, 6.81083058808643, Accidental, 
6, 181, 1, 1, 17.9411158378837, Accidental, 
6, 193, 1, 1, 42.0176329607332, Accidental, 
6, 206, 1, 1, 39.7459435562962, Lightning, 
6, 208, 1, 1, 46.7857501704017, Accidental, 
6, 210, 1, 1, 41.6795234454413, Lightning, 
6, 235, 1, 1, 32.5978844582724, Lightning, 
6, 248, 1, 1, 27.2755910521238, Lightning, 
6, 261, 1, 1, 16.6702582145575, Lightning, 
7, 209, 1, 1, 39.2678556852693, Accidental, 
7, 240, 1, 1, 36.944547361201, Lightning, 
7, 250, 1, 1, 26.6871668218997, Lightning, 
7, 258, 1, 1, 23.0513442566176, Accidental, 
7, 311, 1, 1, 4.81907134620026, Accidental, 
8, 127, 1, 1, 7.00231911832627, Lightning, 
8, 186, 1, 1, 20.4933542405982, Accidental, 
8, 189, 1, 1, 25.0703496254977, Lightning, 
8, 192, 1, 1, 26.4717276519755, Accidental, 
8, 198, 1, 1, 40.032427338076, Accidental, 
8, 202, 1, 1, 30.5880560312687, Accidental, 
8, 233, 1, 1, 51.3564379495907, Accidental, 
8, 278, 1, 1, 38.9627314882043, Lightning, 
8, 282, 1, 1, 34.4652517482578, Lightning, 
8, 284, 1, 1, 21.6326423779363, Lightning, 
8, 296, 1, 1, 20.5396657978585, Lightning, 
8, 351, 1, 1, 3.82651397257414, Lightning, 
8, 357, 1, 1, 1.43330519423567, Accidental, 
9, 166, 1, 1, 16.3516498080256, Accidental, 
9, 203, 1, 1, 43.0154417149495, Accidental, 
9, 205, 1, 1, 43.727615982722, Accidental, 
9, 205, 1, 1, 43.727615982722, Lightning, 
9, 238, 1, 1, 33.045791487332, Accidental, 
9, 238, 1, 1, 33.045791487332, Lightning, 
9, 243, 1, 1, 36.7850661291422, Lightning, 
9, 252, 1, 1, 39.7976797830661, Lightning, 
9, 265, 1, 1, 28.5580651168521, Lightning, 
9, 266, 1, 1, 31.138237108095, Accidental, 
9, 305, 1, 1, 23.7403837883058, Lightning, 
9, 317, 1, 1, 19.3203731507584, Lightning, 
9, 340, 1, 1, 13.0318090747829, Lightning, 
10, 215, 1, 1, 27.3184842217569, Lightning, 
10, 216, 1, 1, 25.9170095014524, Lightning, 
10, 269, 1, 1, 41.2497324008763, Lightning, 
10, 270, 1, 1, 41.2739668666103, Accidental, 
10, 273, 1, 1, 34.4758637792545, Lightning, 
11, 112, 1, 1, 5.01060912002949, Accidental, 
11, 181, 1, 1, 33.0018535191338, Lightning, 
11, 231, 1, 1, 43.6820976291774, Accidental, 
11, 233, 1, 1, 34.0781947660279, Lightning, 
11, 246, 1, 1, 25.4770566431819, Lightning, 
11, 249, 1, 1, 60.4237065472559, Lightning, 
