SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 173, 1, 1, 33.3302262523072, Lightning, 
1, 272, 1, 1, 36.0540407099724, Lightning, 
1, 279, 1, 1, 32.4988676691081, Lightning, 
1, 287, 1, 1, 21.2482380826729, Accidental, 
1, 287, 1, 1, 21.2482380826729, Lightning, 
2, 133, 1, 1, 7.01830806296734, Accidental, 
2, 173, 1, 1, 19.2734345677705, Lightning, 
2, 175, 1, 1, 19.6062349678004, Accidental, 
2, 197, 1, 1, 27.0820363623101, Lightning, 
2, 198, 1, 1, 22.4427912648385, Lightning, 
2, 207, 1, 1, 43.7946200185441, Lightning, 
2, 223, 1, 1, 31.8180666298536, Accidental, 
2, 234, 1, 1, 29.9070444141094, Lightning, 
2, 291, 1, 1, 17.8898711744591, Accidental, 
3, 100, 1, 1, 3.84929401943789, Accidental, 
3, 176, 1, 1, 19.7157009943507, Lightning, 
3, 204, 1, 1, 17.6110542063717, Accidental, 
3, 215, 1, 1, 22.1474323499739, Lightning, 
3, 262, 1, 1, 37.6123184933228, Lightning, 
3, 269, 1, 1, 34.3897042187844, Lightning, 
3, 319, 1, 1, 22.8234349081328, Lightning, 
4, 86, 1, 1, 11.5670179155316, Lightning, 
4, 156, 1, 1, 29.6206884526102, Accidental, 
4, 183, 1, 1, 24.3446816607991, Lightning, 
4, 226, 1, 1, 27.5733273148719, Accidental, 
4, 229, 1, 1, 39.0155667251743, Lightning, 
4, 233, 1, 1, 52.6543260539494, Lightning, 
4, 246, 1, 1, 26.6575752199445, Accidental, 
4, 251, 1, 1, 38.2495427489719, Lightning, 
4, 266, 1, 1, 27.3547353494914, Lightning, 
4, 274, 1, 1, 15.8273520713393, Lightning, 
4, 302, 1, 1, 9.25796955330004, Lightning, 
5, 167, 1, 1, 27.9316426223476, Lightning, 
5, 190, 1, 1, 30.937441393692, Lightning, 
5, 232, 1, 1, 35.2454211900455, Accidental, 
5, 244, 1, 1, 39.9652584946392, Lightning, 
5, 246, 1, 1, 47.2956736259601, Lightning, 
5, 251, 1, 1, 41.5215462497953, Lightning, 
5, 257, 1, 1, 35.0635760437714, Accidental, 
5, 267, 1, 1, 34.7548386937394, Lightning, 
6, 79, 1, 1, 6.09832206630496, Lightning, 
6, 160, 1, 1, 33.965564009787, Lightning, 
6, 163, 1, 1, 33.6338740845912, Lightning, 
6, 198, 1, 1, 27.7403354380243, Accidental, 
6, 208, 1, 1, 46.7857501704017, Lightning, 
6, 209, 1, 1, 45.5175142126823, Lightning, 
7, 12, 1, 1, 0.912656419682486, Accidental, 
7, 35, 1, 1, 0.874957601675389, Lightning, 
7, 122, 1, 1, 8.85812774554717, Accidental, 
7, 222, 1, 1, 37.2756258111123, Lightning, 
7, 223, 1, 1, 29.6447065583639, Lightning, 
7, 243, 1, 1, 47.865336729707, Lightning, 
7, 244, 1, 1, 44.3356196132724, Lightning, 
7, 253, 1, 1, 35.8118070189634, Lightning, 
7, 272, 1, 1, 45.5108497776386, Accidental, 
7, 273, 1, 1, 38.2485382915084, Accidental, 
8, 174, 1, 1, 25.643306441068, Lightning, 
8, 187, 1, 1, 20.7334215460696, Accidental, 
8, 197, 1, 1, 34.4870121673852, Lightning, 
8, 198, 1, 1, 40.032427338076, Lightning, 
8, 219, 1, 1, 27.3380167313173, Accidental, 
8, 234, 1, 1, 48.7578022351449, Accidental, 
8, 258, 1, 1, 28.0466192619688, Lightning, 
8, 278, 1, 1, 38.9627314882043, Accidental, 
8, 290, 1, 1, 21.6769464869718, Accidental, 
9, 29, 1, 1, 0.732727377510199, Accidental, 
9, 125, 1, 1, 9.16245934652121, Accidental, 
9, 133, 1, 1, 7.94032712528883, Lightning, 
9, 172, 1, 1, 15.3807494338803, Lightning, 
9, 174, 1, 1, 23.6331758217754, Lightning, 
9, 181, 1, 1, 26.0547109141503, Lightning, 
9, 191, 1, 1, 21.0370763141077, Accidental, 
9, 193, 1, 1, 20.5212996245709, Accidental, 
9, 205, 1, 1, 43.727615982722, Accidental, 
9, 223, 1, 1, 25.7216406944787, Accidental, 
9, 234, 1, 1, 39.1631920408011, Accidental, 
9, 242, 1, 1, 46.4615762269781, Lightning, 
9, 253, 1, 1, 44.1507704341573, Accidental, 
9, 259, 1, 1, 33.3887557851581, Lightning, 
9, 260, 1, 1, 27.9696841677829, Lightning, 
9, 275, 1, 1, 27.4953444529599, Lightning, 
9, 294, 1, 1, 27.9623134223031, Accidental, 
9, 303, 1, 1, 21.8794777623087, Lightning, 
9, 310, 1, 1, 17.5741373300825, Lightning, 
9, 340, 1, 1, 13.0318090747829, Accidental, 
10, 198, 1, 1, 31.7206336776903, Accidental, 
10, 238, 1, 1, 33.8618946041774, Lightning, 
10, 240, 1, 1, 32.7162757171697, Accidental, 
10, 258, 1, 1, 23.8964199883944, Accidental, 
10, 269, 1, 1, 41.2497324008763, Lightning, 
10, 271, 1, 1, 35.4156192240702, Accidental, 
11, 26, 1, 1, 1.93664421632517, Accidental, 
11, 67, 1, 1, 2.2672873692222, Accidental, 
11, 149, 1, 1, 13.8417364180767, Accidental, 
11, 157, 1, 1, 22.8219279917597, Accidental, 
11, 183, 1, 1, 23.0520384643446, Accidental, 
11, 204, 1, 1, 28.9728293855244, Accidental, 
11, 218, 1, 1, 43.5069427431956, Lightning, 
11, 249, 1, 1, 60.4237065472559, Lightning, 
11, 250, 1, 1, 52.6406101567448, Accidental, 
11, 255, 1, 1, 33.9751512788098, Lightning, 
11, 279, 1, 1, 20.8290893459641, Lightning, 
11, 296, 1, 1, 8.31289483087567, Accidental, 
12, 90, 1, 1, 6.56934136312193, Lightning, 
12, 139, 1, 1, 18.2617138097708, Accidental, 
12, 158, 1, 1, 22.3659039297206, Accidental, 
12, 189, 1, 1, 28.0464315737717, Lightning, 
12, 213, 1, 1, 20.0505976831758, Accidental, 
12, 256, 1, 1, 32.0162085809309, Lightning, 
12, 266, 1, 1, 34.7409137854347, Lightning, 
12, 267, 1, 1, 45.0345630485294, Accidental, 
12, 273, 1, 1, 38.6015096589307, Lightning, 
12, 274, 1, 1, 35.3305147180889, Lightning, 
12, 297, 1, 1, 21.8746278949058, Accidental, 
12, 344, 1, 1, 10.4360905196491, Accidental, 
13, 145, 1, 1, 7.62357417981039, Accidental, 
13, 168, 1, 1, 15.2837101658875, Accidental, 
13, 204, 1, 1, 31.0269604032978, Lightning, 
13, 205, 1, 1, 31.6500675893615, Accidental, 
13, 249, 1, 1, 51.1409671047138, Lightning, 
13, 305, 1, 1, 5.67318993236195, Accidental, 
14, 69, 1, 1, 7.29060756714696, Lightning, 
14, 108, 1, 1, 11.419089138917, Accidental, 
14, 125, 1, 1, 25.2938062385019, Lightning, 
14, 142, 1, 1, 17.0810294853825, Accidental, 
14, 166, 1, 1, 27.0388338207267, Lightning, 
14, 182, 1, 1, 28.7473262823941, Accidental, 
14, 184, 1, 1, 34.3449960192593, Lightning, 
14, 209, 1, 1, 31.9582986843598, Lightning, 
14, 210, 1, 1, 28.1168014784004, Lightning, 
14, 236, 1, 1, 35.2688713315455, Lightning, 
15, 73, 1, 1, 0.766842158881519, Accidental, 
15, 88, 1, 1, 6.23708687508728, Lightning, 
15, 99, 1, 1, 5.78732056585284, Accidental, 
15, 194, 1, 1, 23.729113458775, Accidental, 
15, 201, 1, 1, 37.4610751652573, Accidental, 
15, 201, 1, 1, 37.4610751652573, Lightning, 
15, 208, 1, 1, 35.133059238096, Lightning, 
15, 231, 1, 1, 34.447742421327, Accidental, 
15, 248, 1, 1, 42.0124883456965, Lightning, 
15, 254, 1, 1, 32.8173092805538, Lightning, 
15, 258, 1, 1, 53.9260407516629, Lightning, 
15, 263, 1, 1, 39.3596293096538, Accidental, 
15, 273, 1, 1, 31.6676543834473, Accidental, 
15, 291, 1, 1, 62.7024007503641, Accidental, 
16, 17, 1, 1, 3.96660233409875, Accidental, 
16, 101, 1, 1, 10.1099599943236, Accidental, 
16, 143, 1, 1, 21.6656271790475, Accidental, 
16, 174, 1, 1, 23.5435595726933, Lightning, 
16, 185, 1, 1, 37.7953258642553, Accidental, 
16, 244, 1, 1, 32.3442638837678, Lightning, 
16, 254, 1, 1, 35.411499591702, Accidental, 
16, 267, 1, 1, 36.3591412710072, Lightning, 
16, 268, 1, 1, 34.2231029050318, Lightning, 
16, 293, 1, 1, 22.4277188990642, Accidental, 
16, 324, 1, 1, 17.7467017720879, Accidental, 
17, 93, 1, 1, 2.51112459378386, Lightning, 
17, 107, 1, 1, 4.36848000863212, Accidental, 
17, 132, 1, 1, 14.1513675785294, Lightning, 
17, 244, 1, 1, 40.2293455091554, Accidental, 
17, 253, 1, 1, 20.4299290931974, Lightning, 
17, 260, 1, 1, 35.9080649018822, Lightning, 
17, 263, 1, 1, 55.2277929968371, Lightning, 
17, 265, 1, 1, 56.0685773403278, Accidental, 
18, 0, 1, 1, 4.65013182259701, Accidental, 
18, 151, 1, 1, 16.3114492608149, Accidental, 
18, 157, 1, 1, 27.2912610153528, Lightning, 
18, 169, 1, 1, 22.9782114648587, Accidental, 
18, 194, 1, 1, 42.5851058445809, Accidental, 
18, 207, 1, 1, 36.3575070054198, Lightning, 
18, 224, 1, 1, 35.9869561443865, Accidental, 
18, 239, 1, 1, 25.9175269287871, Lightning, 
18, 240, 1, 1, 25.3466872013703, Lightning, 
18, 258, 1, 1, 9.03587240398122, Lightning, 
18, 323, 1, 1, 14.0617010570147, Lightning, 
19, 160, 1, 1, 19.5381105513447, Lightning, 
19, 170, 1, 1, 21.6378996449143, Lightning, 
19, 187, 1, 1, 36.0916506783521, Accidental, 
19, 204, 1, 1, 30.1617315957109, Accidental, 
19, 206, 1, 1, 33.1606213631692, Lightning, 
